37.2166367154915,-4.77276043966857
37.2166606877346,-4.77267636917976
37.2168286191646,-4.77257804945556
37.2168357437823,-4.77258718573001
37.2169337282304,-4.77255583741215
37.216971069609,-4.77268273942617
37.2170284018267,-4.77273185737875
37.2170326346878,-4.77309362031964
37.2170753404845,-4.77274484932867
37.2170783160601,-4.77259372361449
37.2170988098134,-4.77275080047992
37.217109748197,-4.77253370918778
37.2171146097008,-4.77244712412802
37.2171385400344,-4.77278759703485
37.2171820002023,-4.77264753543285
37.2171862749729,-4.77246221155373
37.2171976743613,-4.77262867615071
37.2172205569569,-4.77243564092067
37.2172522824604,-4.77247352712301
37.2172559704978,-4.77270293981281
37.2172561800454,-4.77321490645853
37.217305465636,-4.77289790288058
37.2173293121506,-4.77236632258144
37.2173402924437,-4.77258928120581
37.2173511889178,-4.77325698361245
37.217366150615,-4.77346820757238
37.2173710121188,-4.77239163592902
37.2173868958254,-4.77240387350765
37.2173897456724,-4.77336108684984
37.2173950262714,-4.77271953598109
37.2173972055663,-4.77349410765318
37.2174120415349,-4.77302019484786
37.2174350917686,-4.77322270162848
37.2174563398931,-4.7732129786208
37.2174576809976,-4.7724772151604
37.2174668172721,-4.77263320237843
37.2174679907385,-4.77266161703018
37.2174715530474,-4.77318808436838
37.2174876463015,-4.77285364643184
37.2174988361422,-4.77239691652802
37.2175074695025,-4.77240311913637
37.2175124148254,-4.77301734500078
37.2175622871492,-4.77361497469691
37.2175694536764,-4.77339746430961
37.2175769554798,-4.77302522398976
37.2175780451272,-4.77303377353099
37.2176147159536,-4.77227956988362
37.2176190745432,-4.77343426086453
37.2176360059876,-4.77317752317039
37.2176704556096,-4.77308624424485
37.2176821483646,-4.77347642183748
37.2177160531629,-4.77368555032161
37.2177187772814,-4.77310057729927
37.2177454317335,-4.77370424196569
37.2178265685562,-4.77358169854132
37.2178455954764,-4.77337072603849
37.2178527200941,-4.77379082702545
37.2178872954447,-4.77362310514299
37.2178971441809,-4.77308766916839
37.2179142013539,-4.77370608598438
37.2179434541959,-4.77364774793831
37.2179549793128,-4.77345052175668
37.2179690190006,-4.77369795553831
37.2179757664327,-4.7734925989106
37.2179767303515,-4.77387146093396
37.2179969307382,-4.77328917012063
37.2179975593809,-4.77335077710894
37.2180089587692,-4.77387858555166
37.2180253872994,-4.77373039350358
37.2180351941262,-4.77368965745417
37.2180994833235,-4.773411713545
37.2181059792984,-4.77353685535935
37.2181125590924,-4.77337215096203
37.2181964619432,-4.77385134436635
37.2182107530881,-4.7739971056625
37.2182171233345,-4.77326712571529
37.218242352863,-4.77347072214333
37.2182437777866,-4.77329302579609
37.218285813031,-4.77366132662145
37.2182862321261,-4.77402426302878
37.2183079831649,-4.77389828302411
37.218312299845,-4.77349863388089
37.2183309495796,-4.77345923893598
37.2183481743906,-4.77501207031754
37.2183535807181,-4.77402065881041
37.2183550894607,-4.77344163693932
37.2183553828273,-4.77354926057604
37.2183578973983,-4.77334516123382
37.2183606634263,-4.77345957421211
37.2183738649238,-4.773332420741
37.2183925146584,-4.77394463494865
37.2184083983649,-4.77335605770794
37.2184138885114,-4.77371999994365
37.21841661263,-4.77356912568656
37.2184247430761,-4.77395611815599
37.2184285149325,-4.77356744930593
37.2184321191508,-4.77338296361712
37.218466904049,-4.77398947813061
37.2184794349943,-4.77363483980743
37.218502485228,-4.77343409322647
37.2185041196991,-4.77401822805849
37.2185529442851,-4.77483655326513
37.21855944026,-4.77483244613258
37.2185816523034,-4.7734809480652
37.2186172753919,-4.77398545481709
37.2186177783061,-4.7740763984665
37.2186471568767,-4.77367021143881
37.2186606936503,-4.77386668324915
37.2186674829919,-4.77391420864013
37.2186728055004,-4.77419986390022
37.2186912037779,-4.77355697192696
37.2187004238714,-4.77393122390357
37.2187054111038,-4.77370214648989
37.2187441774059,-4.77430983446983
37.2187456861485,-4.77359510958639
37.2187591810126,-4.77361011319307
37.2187824827034,-4.77373743430225
37.2187988693241,-4.77392384782878
37.2188048623849,-4.77379828691927
37.218843461049,-4.7736794315323
37.218881892075,-4.77383960970191
37.2188852867458,-4.77403105237035
37.2188938781966,-4.77400548756567
37.218894967844,-4.77400381118504
37.2189346561555,-4.77389258332995
38.0511445,13.5467642
38.0520475,13.5445951
38.0576066,13.1119699
38.0612292,13.5357089
38.0798226,13.5168314
38.079823499999996,13.517071
38.0798235,13.5168265
38.079828,13.5168686
38.079828899999995,13.517095600000001
38.0798325,13.5169032
38.0798352,13.5171274
38.0798385,13.517124299999999
38.0798399,13.5168774
